output_csv_path,SENTENCE_NAME,SENTENCE,sentence_decoder,beam_size,top_k,window_size,stride,BLEU,ROUGE-1,ROUGE-L,Cosine
1aJwX9nRlmk_0-2-rgb_front_W16_S8.csv,1aJwX9nRlmk_0-2-rgb_front,"ELIZABETH ROSE: The next thing we're going to do is bring some movement into this area with all the tension, where your headache is happening.",Interface what time do the shops close? pile of books how much does the book cost? it is not my fault. i am a doctor. it is not my fault. what is the date today? is there anything else i can do for you? what is the date today? i like my work. freedom of speech it is not my fault. health and safety notice motorcycle with sidecar electromotive force i have a toothache. i've got a stabbing pain in my back. do you use a hearing aid? what time does the bus arrive? i am applying for a credit card. can you sew on a button for me? fingernail fingertip dimple i will have coffee after i eat. i've got a stabbing pain in my back. do you use a hearing aid? i have a toothache. enthalpy of fusion.,1,10,16,8,0.0,7.14,5.95,16.66
Eh2AVkAQsxI_0-5-rgb_front_W16_S8.csv,Eh2AVkAQsxI_0-5-rgb_front,"Hi I'm Lauren, I'm going to be discussing how to add natural highlights at home.",Experienced water-cooled waterpipe the princess and the frog i have my period now. how much does it cost? what is the temperature? what's the charge per hour? what is the temperature? what's the charge per hour? that’s enough! deaconess would you like to dance? capercaillie.,1,10,16,8,0.0,9.09,9.09,4.38
bb1Z5dw4N-s_0-8-rgb_front_W16_S8.csv,bb1Z5dw4N-s_0-8-rgb_front,Now there are a few disadvantages to impromptu speaking.,Modern the gift of gab how much does the book cost? criticise the temperature is below zero. candle snuffer pear tree where does it hurt?.,1,10,16,8,0.0,0.0,0.0,0.0
f5EGPzGSCJs_0-8-rgb_front_W16_S8.csv,f5EGPzGSCJs_0-8-rgb_front,Today we're going to talk about how to diagnose an ailment of your fish.,Water bottle how much does it cost? how much does the book cost? in-situ darkroom easel what is the soup of the day? how are you feeling?.,1,10,16,8,0.0,9.3,9.3,7.9
4VXvnpxTEEw_0-1-rgb_front_W16_S8.csv,4VXvnpxTEEw_0-1-rgb_front,In this next clip we're going to talk about wind chill and wind chill factors.,Near how much does it cost to get in? where is the nearest post office? what time does the bus arrive? print on demand i would like to send this letter by registered mail. how much does it cost to get in? how much does the book cost?.,1,10,16,8,0.0,9.38,9.38,7.52
Enhria4v_jo_0-3-rgb_front_W16_S8.csv,Enhria4v_jo_0-3-rgb_front,"Hi, I'm Judy Carrier with Jewels by Park Lane and I'm going to tell you how to clean your sterling silver jewelry.",Lame motherfucker will be would you like a glass of wine? brandy the pyrenees kilometre per hour aqua regia 90 degrees rock paper scissors game there was thunder and lightning last night. hazel grouse attar of roses motherfucker wild boar diphthong.,1,10,16,8,0.0,6.15,3.08,3.37
C9ordUxwOEQ_0-5-rgb_front_W16_S8.csv,C9ordUxwOEQ_0-5-rgb_front,This is a tire pressure gauge.,Girl i am a bit hoarse. i have a sore throat. why do you say that?.,1,10,16,8,0.0,9.09,9.09,0.0
eahjYz2685g_0-8-rgb_front_W16_S8.csv,eahjYz2685g_0-8-rgb_front,"Now another important thing for you to remember, and this is going to be a little difficult, because we all tend to like to please people, we all tend to like accolades and praise.",Red bull step-brother may i go with you? may i offer you a drink? what can i get for you? on the side bosnia and herzegovina turn on cristiano ronaldo may i offer you a drink? i have a bad cough. what are you doing? how are you? i have a cough. please give it to me. i have a sore throat. what can l do for you? what would you like to order? i have a sore throat. i visited my aunt two months ago. i am just visiting. follow me. follow me car follow me. turn on cristiano ronaldo.,1,10,16,8,0.0,13.24,10.29,13.95
EmNBzTLRz-E_0-3-rgb_front_W16_S8.csv,EmNBzTLRz-E_0-3-rgb_front,ALICE MONSAERT: This exercise is what I call an advanced level lunge because the back leg is going to stay straight.,Bolt you have the flu. teacup dibble weight lifting shaun the sheep hardboiled egg chef's knife what time does the train leave? to travel caravanning camping.,1,10,16,8,0.0,12.5,12.5,10.84
CO6qyvvglAE_0-5-rgb_front_W16_S8.csv,CO6qyvvglAE_0-5-rgb_front,And now we're going to talk about some inputs that you can run through your board.,Modern what is the soup of the day? what is the date today? i do not feel well. i have a sore throat. what is the date today? what time is it? how much does it cost to get in? tonsillitis how much does it cost to get in? how do you feel? i have a sore throat. how much does it cost? i have a sore throat. tonsillitis how much does it cost? how do you feel? is there anything else i can do for you? what kind of service do you have? siren perfumery pipette canteen out of order test bench adjustable patient chair.,1,10,16,8,0.0,4.88,4.88,5.15
dWOtJxrH_Ww_0-8-rgb_front_W16_S8.csv,dWOtJxrH_Ww_0-8-rgb_front,"I'm Tim Gipson, and I'm going to talk to you about trouble shooting your refrigerator.",Digital need water-cooled i am too old. compressive strength how much is it? what is your name? to have dinner our family is small. boy scouts is a good organization.,1,10,16,8,0.0,12.5,8.33,6.78
4CSSlWonj3E_0-2-rgb_front_W16_S8.csv,4CSSlWonj3E_0-2-rgb_front,RICHARD BUCCOLA: Hi.,Need.,1,10,16,8,0.0,0.0,0.0,0.0
DwlVtUKfv3s_0-5-rgb_front_W16_S8.csv,DwlVtUKfv3s_0-5-rgb_front,"As you are getting ready for the ball to come over the net and to hit it, it's important that you're moving side to side and then bouncing on the balls of your feet.","Interesting very interesting. please, undress down to the waist. i am sorry. you have the flu. i have a bleeding nose. don't breathe. i have a cold. there was thunder and lightning last night. the princess and the frog tomatoes on the vine what is the temperature? what is your sign in sign language? chimney sweep chimney start up the engine. four-stroke engine rearview mirror shift gears rack and pinion steering do the shopping put the lights on. caesarean operation back your car. what is your sign in sign language? what is the temperature? in-situ test bench jump for joy close an account i need to do some laundry. who do you want to talk to? i have a sore throat. i would like to make a reservation.",1,10,16,8,0.0,15.57,8.38,31.19
cwLJfXFf9ks_0-8-rgb_front_W16_S8.csv,cwLJfXFf9ks_0-8-rgb_front,The principles of Aikido can be applied to daily life in many different situations.,Running who do you want to talk to? how old were you when you became deaf? my father passed away last month. sorry for your loss. what is your sign in sign language? where does this train go? the temperature is 76 degrees. last year who are you?.,1,10,16,8,0.0,9.68,6.45,6.89
bbSKqkE4EBs_0-8-rgb_front_W16_S8.csv,bbSKqkE4EBs_0-8-rgb_front,In this segment we're going to take a moment to talk about the benefits of Qigong breathing.,File balanced fund when will we meet? how do you feel? what are you doing? yes what time is it?.,1,10,16,8,0.0,5.26,5.26,2.43
3TrMyzNWGpY_0-2-rgb_front_W16_S8.csv,3TrMyzNWGpY_0-2-rgb_front,Hi everybody I'm John Graden from the Martial Arts Teacher's Association and johngraden.com.,Neo phnom penh i am hard of hearing. ohm i have a toothache. molar rodent who do you want to talk to? i´d like you to meet my friend i have to go home. i need a shave. who do you want to talk to?.,1,10,16,8,0.0,3.23,3.23,0.0
3HCjTYIijec_0-2-rgb_front_W16_S8.csv,3HCjTYIijec_0-2-rgb_front,Urban legends are often the unwritten beliefs that people have and announce to others.,"Secret stick your tongue out. i'd like to go for a hike in the mountains. geriatric home care who do you want to talk to? when would you like to go? how long do you want to stay here? i have to go home. when will we meet? it's your turn now. i need a dentist. when were you born? where were you born? can you wait there? is there anything else i can do for you? how much does the book cost? in love wash your hands. check, please. i love to pray in sign.",1,10,16,8,0.0,5.36,5.36,10.16
33jxeIIbBnM_0-1-rgb_front_W16_S8.csv,33jxeIIbBnM_0-1-rgb_front,"Hi, my name is Dave Andrews.","Judge it was my pleasure. how are you feeling? in fact stickleback who do you want to talk to? who are you? how can i help you? hello, can i help you? what is the date today? what is your name?.",1,10,16,8,0.0,12.77,8.51,11.22
4PKquZ1fUGk_0-2-rgb_front_W16_S8.csv,4PKquZ1fUGk_0-2-rgb_front,The first product that I'm going to talk to about is a product called Egyptian Magic.,Year the little mermaid i want to tell you something about my family. i have a sore throat. trigonometry the next day where do i vote? i am too old. conceit paternity leave.,1,10,16,8,0.0,20.0,20.0,12.55
ETOZLBScxWY_0-3-rgb_front_W16_S8.csv,ETOZLBScxWY_0-3-rgb_front,"Hi, this is John Stewart and this is some repair tips for your tent.",Hope please give it to me. custard apple vegetable steamer nougat candy cotton candy candy custard apple marilyn monroe.,1,10,16,8,0.0,0.0,0.0,0.0
dIIMHOX5AD8_0-8-rgb_front_W16_S8.csv,dIIMHOX5AD8_0-8-rgb_front,"Now that we've covered walking properly, lets work on focusing on One Point, so we're actually moving up the body as we go.",Same floor squeegee how long are you going to stay here? what kind of work do you do? how often should i feed it? could you recommend me a good gynaecologist? speech-impaired person toothache who are you? i want you to use a condom. this is very important. incapacitated for work who are you? why do you say that? is that enough for you? perquisite trigonometry compressive strength are you tired?.,1,10,16,8,0.0,6.19,2.06,2.76
cw5evdziBB4_0-8-rgb_front_W16_S8.csv,cw5evdziBB4_0-8-rgb_front,Hello welcome back!,Side turn signal switch.,1,10,16,8,0.0,0.0,0.0,0.0
cDJuwtDYaSg_0-8-rgb_front_W16_S8.csv,cDJuwtDYaSg_0-8-rgb_front,Alright the drink that we are about to make is a Black and Tan.,All right you must not interrupt. you look like your mother. may i offer you a drink? you´re right. i got a flat tire yesterday. i have a sore throat.,1,10,16,8,0.0,8.89,8.89,2.31
5RR7dlzkyL0_0-5-rgb_front_W16_S8.csv,5RR7dlzkyL0_0-5-rgb_front,"Now first of all, I want to tell you, when you are doing business over the phone, you automatically lose a huge part of your ability to communicate.","When is the next lesson? what is the date today? wrinkled forehead what is the date today? why do you say that? out of order practice makes perfect. keep quiet. how old are you? what is the date today? what is your cellphone number? i need a dentist. i'm fine, thanks. why do you say that? kilometre per hour how old were you when you became deaf? i am sorry to bother you. i lost my book how long are you staying? let's have a break! dividers how much is a ticket to _____? i'm fine, thanks. not worth it. well done! what is your sign in sign language? i have a sore throat. nobel prize what is the date today? i have a sore throat. i am sorry to bother you. how long do you want to stay here?.",1,10,16,8,0.0,16.47,11.76,26.92
-d5dN54tH2E_0-1-rgb_front_W16_S8.csv,-d5dN54tH2E_0-1-rgb_front,We're going to work on a arm drill that will help you have graceful hand movements in front of you.,Tighten how much does the book cost? how are you feeling? roll up your sleeve. tighten cat nail clippers tightness forgive me. give me a hug. impregnate what are you doing?.,1,10,16,8,0.0,11.54,7.69,7.34
39FN42e41r0_0-1-rgb_front_W16_S8.csv,39FN42e41r0_0-1-rgb_front,"MICHAEL ROSENGART: Right now, I'm here with two personal trainers, Ryan Regensburg and Jonesy and we're doing some renegade rows.",Modern how long do you want to stay here? how can i help you? what kind of car have you got? how long do you want to stay here? how are you? as a matter of fact you´re right. step-sister stickleback who do you want to talk to? what would you like to order? who are you? calligraphy pen needed.,1,10,16,8,0.0,11.9,9.52,3.27
1-xK5UtDSmE_0-2-rgb_front_W16_S8.csv,1-xK5UtDSmE_0-2-rgb_front,"We're going to look at it from several aspects and the first thing that I would want to speak to would be the owner of the business, the CEO and in my profession, and I work for a company that provides wellness programs.",Eat i have a sore throat. i have a cough. notice how long are you going to stay here? strep throat binge drinking i do a paper route to earn a little money. fruit juice credit card junk mail geriatric home care eating disorder how often should i feed it? what is the soup of the day? what is the date today? strep throat what is the date today? when does school start? tonsillitis i speak a little bit. keep quiet. tortoise dimple i have a sore throat. oral sex seduce how long are you going to stay here? the station is within walking distance. school for the deaf i am looking for a laundromat. hazel grouse i will have coffee after i eat. my wife is in the hospital. what kind of work do you do? i like my work. ability to work i graduated last year. where are you from?.,1,10,16,8,0.0,20.41,12.24,23.82
dKumOzqVk3M_0-8-rgb_front_W16_S8.csv,dKumOzqVk3M_0-8-rgb_front,"Hello, this is JB, I'm with Austin Homebrew Supply in Austin, Texas.",I´m tired you have to have a shot. can i offer you anything to eat? cup of coffee how can i help you? what time is it?.,1,10,16,8,0.0,14.63,9.76,2.44
aoJDJktJkzw_0-3-rgb_front_W16_S8.csv,aoJDJktJkzw_0-3-rgb_front,Okay so our kimchi is pretty all mixed up now and when you are doing this at home you can really set this aside and let the pickling process happen for a good solid 1/2 hour to a hour and you can see now already the different of the texture of the kimchi.,Offside how long are you going to stay here? what is the date today? anything for dessert? party of five marguerite which city is the capital? what are you going to order? i am not hearing how long are you going to stay here? what time is it? what is the date today? how much is it? pocket money i have a sore throat. are you thirsty? how long are you going to stay here? why do you say that? procrastinate give me a kiss. oral sex are you studying or are you working? would you be so kind  and keep the seat for me? is that enough for you? it's itching. he broke the vcr chasing its tail. on the side trip time is up. i will see you next monday. menstruation i will have coffee after i eat. i can't move my hand. i need to balance my checkbook. time management how long are you going to stay here? why do you say that? who do you want to talk to? i am a secretary. what time is it? can i help you? do you have your ticket? wash your hands. do you have any aspirin? oral sex menstruation do you have your ticket? what is the date today? how much is it?.,1,10,16,8,0.0,15.5,9.59,29.95
ETOZLBScxWY_0-5-rgb_front_W16_S8.csv,ETOZLBScxWY_0-5-rgb_front,"Hi, this is John Stewart and this is some repair tips for your tent.",Accent water bath i have a sore throat. i have not eaten yet. why do you say that? i am sorry to bother you. tonsil harmonica balanced diet voiceless mouthing.,1,10,16,8,0.0,0.0,0.0,0.0
EhYk6e-jtWg_0-3-rgb_front_W16_S8.csv,EhYk6e-jtWg_0-3-rgb_front,"Alright, the drink that we are about to make is a Claridge Cocktail.",Start skillful undernourished are you thirsty?.,1,10,16,8,0.0,10.53,10.53,6.36
11JT4jRNI-o_0-2-rgb_front_W16_S8.csv,11JT4jRNI-o_0-2-rgb_front,Let's go to the squat position now and add the tubing into that.,I like autumn best. how much does it cost to get in? how much does it cost? how long do you want to stay here? i have to go shopping. how long do you want to stay here? how long are you going to stay here?.,1,10,16,8,0.0,6.67,6.67,7.84
204P_kHHWks_0-2-rgb_front_W16_S8.csv,204P_kHHWks_0-2-rgb_front,Now I've been applying product to both eyes and I'm finishing out the top of the left side of her eye.,Order number adverb of manner what time does the bus arrive? how much does the book cost? how much does it cost to get in? i will have coffee after i eat. collusion at an auction facial expression what time does the post office close? i don't like it at all. let's take a break. neighbourhood (mathematics) urban area there was thunder and lightning last night. where are you from? who are you? what’s the matter with you? earring.,1,10,16,8,0.0,13.33,7.62,12.94
CzkLI34HFIg_0-5-rgb_front_W16_S8.csv,CzkLI34HFIg_0-5-rgb_front,So I'm going to take these pants over and go ahead and press them down.,Bridesmaids i am not feeling like myself. i am a doctor. who are you? what do you like? are you tired? tired after all peace and goodwill. you are welcome. what time does the post office close? the booking tickets office is closed. what time is it?.,1,10,16,8,0.0,6.35,6.35,2.99
-f1_kdl050s_0-1-rgb_front_W16_S8.csv,-f1_kdl050s_0-1-rgb_front,In this clip we are going to talk about dangers for these birds in the household and otherwise.,Die who are you? switch on turn the page the song of songs have you bought your ticket? how much does it cost to get in? how much does the book cost? stick your tongue out. one of my hobbies is writing letters to my pen-friends. birds can be messy.,1,10,16,8,0.0,14.49,11.59,13.88
FMSiqrDXABU_0-3-rgb_front_W16_S8.csv,FMSiqrDXABU_0-3-rgb_front,"Okay, right now we're going to talk about laying out the job.",Bolt high school you have to have a shot. what is the soup of the day? how much does it cost?.,1,10,16,8,0.0,11.76,11.76,9.44
4GG2H4QR9W8_0-2-rgb_front_W16_S8.csv,4GG2H4QR9W8_0-2-rgb_front,How you doing?,Tie.,1,10,16,8,0.0,0.0,0.0,0.0
bUFsn9GQsCg_0-8-rgb_front_W16_S8.csv,bUFsn9GQsCg_0-8-rgb_front,I have some very good news for you about the Feral cat.,Interesting could you give me an advice? how can i help you? i want to tell you something about my family. mycoplasma how much is it per night? to have breakfast.,1,10,16,8,0.0,18.6,13.95,14.16
b9zJhvHGxyk_0-3-rgb_front_W16_S8.csv,b9zJhvHGxyk_0-3-rgb_front,My name is Kristy I'm working at the Curves in West Jordan Utah.,I have a dog. cigarette smoking airbnb i am interested in working for your company. ability to work make an appointment i listen to bands like ac/dc.,1,10,16,8,0.0,14.29,9.52,6.1
c_ThRj8eAf0_0-8-rgb_front_W16_S8.csv,c_ThRj8eAf0_0-8-rgb_front,So we are in the roll your own portion of shotgun.,"This is my seat. are you married? do you have any children? cup of coffee please help me. how can i help you? how much does it cost to get to the airport? where can i rent a car? how can i help you? no, thank you. what are you doing? it is not my fault.",1,10,16,8,0.0,8.96,5.97,6.34
bBHYQCDp_9A_0-3-rgb_front_W16_S8.csv,bBHYQCDp_9A_0-3-rgb_front,"When you're running a press, the defense is running a press, one thing that you want to learn how to do, is break that press.",Culture could you show me? shell script book review i want to tell you something about my family. community of practice youth recreation leader guardianship i am single. united nations development programme central america i want you to use a condom. yearbook book review reading comprehension child and adolescent psychiatry my husband had an operation. my wife is dead. victim support.,1,10,16,8,0.0,16.09,11.49,14.82
a4uz0W33REs_0-3-rgb_front_W16_S8.csv,a4uz0W33REs_0-3-rgb_front,SARAH HAUER: Hi.,Bolt.,1,10,16,8,0.0,0.0,0.0,0.0
33YRZ5UZTA4_0-2-rgb_front_W16_S8.csv,33YRZ5UZTA4_0-2-rgb_front,"JASON PAINTER: Hi, I'm Jason.",Feel it's your turn now.,1,10,16,8,0.0,0.0,0.0,0.0
d_V_K6ziiNA_0-8-rgb_front_W16_S8.csv,d_V_K6ziiNA_0-8-rgb_front,"Knots have a long and varied history throughout time, and today I'm going to show you how to make one of the great ones.",Offer how are you? are you tired? how can i help you? how are you? how long are you staying? what time is it? monotone person with reduced mobility children's book i graduated last year. when were you born? what is your name?.,1,10,16,8,0.0,14.49,11.59,14.57
48Hj_AyP3Fk_0-2-rgb_front_W16_S8.csv,48Hj_AyP3Fk_0-2-rgb_front,Hello.,Neo.,1,10,16,8,0.0,0.0,0.0,0.0
a4Nxq0QV_WA_0-3-rgb_front_W16_S8.csv,a4Nxq0QV_WA_0-3-rgb_front,JASON JEANETTE: Hi.,Bolt.,1,10,16,8,0.0,0.0,0.0,0.0
EhYk6e-jtWg_0-5-rgb_front_W16_S8.csv,EhYk6e-jtWg_0-5-rgb_front,"Alright, the drink that we are about to make is a Claridge Cocktail.",Right i speak a little bit. i have a sore throat. what is your name? what´s your name? the temperature is 76 degrees. trigonometry the princess and the frog are you thirsty? water fountain water park.,1,10,16,8,0.0,16.0,8.0,14.61
46Cwjrd4ua4_0-2-rgb_front_W16_S8.csv,46Cwjrd4ua4_0-2-rgb_front,"Now the next environmental factors that you want to look at are the date, and the year.",Currently i was born in 1960. give me a kiss. oral sex stick your tongue out. yawn lollipop i don't earn enough money. beat around the bush who do you want to talk to? anti-racism my father passed away last year. do you want a beer? cup of coffee.,1,10,16,8,0.0,14.71,14.71,18.12
EjzQn4ReeeI_0-3-rgb_front_W16_S8.csv,EjzQn4ReeeI_0-3-rgb_front,"Alright, in this clip we'll be doing the upper body on our cute, more cartoonized angel, and we're just going to give him a simple, white robe.",Neo probationary period well done! leather-bound book how can i help you? what is the date today? passing by in hallway built environment my father passed away last month. less than what is the soup of the day? thank you very much! i need a dentist. would you like a glass of wine? narcissism i speak a little bit. narcissism i have a stomachache. it is not my fault. long-term unemployed i'm unemployed. this is very important.,1,10,16,8,0.0,7.34,5.5,4.73
4XgOVMG-zIo_0-1-rgb_front_W16_S8.csv,4XgOVMG-zIo_0-1-rgb_front,I'm going to show you how to make a Bluebird.,Partly how can i help you? give me a hug.,1,10,16,8,0.0,38.1,28.57,12.74
a4Nxq0QV_WA_0-5-rgb_front_W16_S8.csv,a4Nxq0QV_WA_0-5-rgb_front,JASON JEANETTE: Hi.,Submit.,1,10,16,8,0.0,0.0,0.0,0.0
eY32ru3Nstc_0-8-rgb_front_W16_S8.csv,eY32ru3Nstc_0-8-rgb_front,"I'm going to show you how to make a Razberi Sunsplash, a wonderfully fruity cocktail.",Show plug and play online games how old are you? water-cooled web 2.0 this is not important. leave it a little long. i speak a little bit.,1,10,16,8,0.0,26.67,17.78,8.67
0pKzG0RRUz4_0-2-rgb_front_W16_S8.csv,0pKzG0RRUz4_0-2-rgb_front,Another technique is you can braid the hair on first and then start wrapping cause some people have really short hair and we can create the look with adding the hair end.,"Lighter i need a specimen of your blood. how much does the book cost? how much does it cost? there was thunder and lightning last night. ok, i'll take it. where are you from? what is the temperature? the black stone have you ever had a tooth pulled? high heels ice cream have you ever had a tooth pulled? pulling a tooth i want to tell you something about my family. where are you from? what is the date today? oily and dry hair strand of hair sunflower seed fruit tree palm tree sunflower oil wash your hands. add up head of lettuce less than yolk of an egg how much does the book cost? how much does it cost? how much does the book cost? hello, can i help you? where is the cash register?.",1,10,16,8,0.0,13.02,8.28,22.38
3EjKvwck6ss_0-1-rgb_front_W16_S8.csv,3EjKvwck6ss_0-1-rgb_front,"Now that we've blow dried and separated all the sub-sections, what we're going to do is go ahead and start with our finishing products.",Currently how long are you going to stay here? what are you doing? how long do you want to stay here? i lost my book i want to tell you something about my family. could you write that down for me? pop-up card baby shower my eyes are itching. hair-straightener tree of knowledge of good and evil i want to tell you something about my family.,1,10,16,8,0.0,12.63,8.42,8.34
eRiOhdeskNE_0-8-rgb_front_W16_S8.csv,eRiOhdeskNE_0-8-rgb_front,Alright we've just completed our two flowers.,Interested how much does it cost to get in? is that enough for you? i have not eaten yet.,1,10,16,8,0.0,0.0,0.0,0.0
CSxgJLYMLZ4_0-5-rgb_front_W16_S8.csv,CSxgJLYMLZ4_0-5-rgb_front,"Another very good use, although a slightly more risky use of a wading wedge is carrying a backboard in a cross moving current.",Neck i like listening to pop music. trigonometry i have a sore throat. what is your name? who are you? water park is it true? how old are you? what do you like? is there anything else i can do for you? how can i help you? what is your name? speech impediment toothbrushing mousetrap floor squeegee beach vacation keep a secret keep quiet. toilet seat balance sheet excuse me. braille keyboard slow motion monotone cutlery how much does it cost?.,1,10,16,8,0.0,5.77,5.77,3.97
Enhria4v_jo_0-5-rgb_front_W16_S8.csv,Enhria4v_jo_0-5-rgb_front,"Hi, I'm Judy Carrier with Jewels by Park Lane and I'm going to tell you how to clean your sterling silver jewelry.",Develop don’t know i will have coffee after i eat. why do you say that? i do not believe you is that enough for you? i speak a little bit. is that enough for you? i´d like you to meet my friend there was a flood last year. i have a sore throat. is that enough for you? who are you? is that enough for you? how are you? i have a sore throat. i am a bit hoarse. i´d like you to meet my friend who do you want to talk to?.,1,10,16,8,0.0,10.0,10.0,15.69
CFRh_KOT9nY_0-5-rgb_front_W16_S8.csv,CFRh_KOT9nY_0-5-rgb_front,"Hi, this is Jon, and in this clip we'll be talking about the portable shop table.",Interesting whoops! it is fine like that. vacuum permittivity flunk i speak a little bit. i need a dentist. the five senses i have a sore throat. what would you like? take care of ladybug stick your tongue out. i speak a little bit. what would you like to order? how long are you going to stay here? what’s the matter with you? what is the temperature? sweet corn self-service speech and language therapy ice-skating advice service cash on delivery time management i have a sore throat. what does that mean? what is the temperature? roll up your sleeve. lay the table table roll up your sleeve. lay the table table.,1,10,16,8,0.0,6.11,6.11,12.01
d_0dt3VdYCo_0-8-rgb_front_W16_S8.csv,d_0dt3VdYCo_0-8-rgb_front,"In tennis, a lot of times you're going to get shots that aren't standardized, that you're not really prepared for unless you play a lot.",Time is up. let's you and i go to a restaurant. i am interested in working for your company. in five years how long are you staying? it is not it's cheap. long stop here on red. stick your tongue out. you must not interrupt. are you a christian? i don't mind. how long are you going to stay here? what is the date today? do you allow animals?.,1,10,16,8,0.0,24.0,16.0,23.84
EjzQn4ReeeI_0-5-rgb_front_W16_S8.csv,EjzQn4ReeeI_0-5-rgb_front,"Alright, in this clip we'll be doing the upper body on our cute, more cartoonized angel, and we're just going to give him a simple, white robe.","Interrupt informal letter letter of acceptance trigonometry the princess and the frog nonverbal communication i speak a little bit. informal letter could you give me a plastic bag, please? are you hungry? breathe deeply. breathe i have a sore throat. i have a stomachache. may i offer you a drink? breathe deeply. i don't feel like eating. it is not my fault. i'm lost. daisy duck i'm lost. why do you say that? how do you feel? is there anything else i can do for you? how much does it cost? not worth it. leave something unsaid i am hard of hearing. 3/4 sleeve b&b.",1,10,16,8,0.0,7.19,5.76,3.0
DKJtnSrjIro_0-5-rgb_front_W16_S8.csv,DKJtnSrjIro_0-5-rgb_front,"So we have the bottom prepared, and we've got our little bowl that has the pedestal, and this is set up as well.",I´m tired how many children do you have? right to reside out-of-home care supervision order long-term care out-of-home care i´m tired how long are you going to stay here? who do you want to talk to? i want to tell you something about my family. i have nothing to do. how long are you staying? i am sorry to bother you. why do you say that?.,1,10,16,8,0.0,4.12,4.12,2.04
1G8LIWgKLME_0-2-rgb_front_W16_S8.csv,1G8LIWgKLME_0-2-rgb_front,To begin your dotted nail art you're going to need to use a stylus also known as a dotter.,Wallet i got an 'e' on my paper. i speak a little bit. voiceless mouthing what’s the matter with you? stick your tongue out. what's your surname? i have a sore throat. sore throat who are you? who? letter of complaint i am applying for a credit card. credit card do you take credit cards? credit card i have a sore throat. sore throat is it true? what can i get for you? what are you doing? you what? how would you like to pay? i have pain in my stomach i am majoring in english. what time is it? pre-vocational training voiceless mouthing math is a difficult subject for me. i speak a little bit. what’s the matter with you? how would you like it?.,1,10,16,8,0.0,6.67,6.67,9.78
dQJyDM9pKR8_0-8-rgb_front_W16_S8.csv,dQJyDM9pKR8_0-8-rgb_front,Effleurage is a massage stroke that basically just stroking the horse.,Nine where is mcdonalds? who are you? what's the charge per hour? not worth it. how long are you going to stay here? what kind of work do you do? is that enough for you? how much will the repair cost? how long does the train stop here? part-time employee i am an election judge. albus dumbledore.,1,10,16,8,0.0,8.57,8.57,11.22
afDfb8xx09w_0-3-rgb_front_W16_S8.csv,afDfb8xx09w_0-3-rgb_front,Now we're going to be talking about direction of the ball.,"Modern what is the soup of the day? the big bad wolf how much does it cost? may i have a menu, please?.",1,10,16,8,0.0,11.43,11.43,12.99
i painted house_W100_S100.csv,i painted house,[NOT FOUND],this is a mock sentence,0,10,100,100,0.0,0.0,0.0,0.0
5Gw0TpbCMTQ_0-5-rgb_front_W16_S16.csv,5Gw0TpbCMTQ_0-5-rgb_front,"Hi, my name's Floyd, I'm talking to you today from theacousticmusician.com in Sandy, Utah, and we're going to talk about how to read guitar music today.",Are you thirsty? who do you want to talk to? i am single. why do you say that? what’s the matter with you? who do you want to talk to? who are you? would you like a glass of wine? i do not like you i have a sore throat. i want to tell you something about my family. how long are you going to stay here? how do you sign? i've got a stabbing pain in my back. what’s the matter with you? how long are you going to stay here?.,1,10,16,16,0.0,20.8,12.8,28.49
2ri5HYm48MA_0-2-rgb_front_W16_S16.csv,2ri5HYm48MA_0-2-rgb_front,REBECCA SATO: Hi.,Water ski.,1,10,16,16,0.0,0.0,0.0,0.0
bcNtUYh3GNs_0-8-rgb_front_W16_S16.csv,bcNtUYh3GNs_0-8-rgb_front,I'm Veronyka Bass from Veronyka's Color Salon and Day Spa.,Ear do you use a hearing aid? i was stung by an bee.,1,10,16,16,0.0,8.0,8.0,0.0
bIUmw2DVW7Q_0-3-rgb_front_W16_S16.csv,bIUmw2DVW7Q_0-3-rgb_front,A wrist control that we can use from a slashing attack.,Alter take care of my father passed away last year.,1,10,16,16,0.0,0.0,0.0,0.0
C4lsh3mZ4jU_0-5-rgb_front_W16_S16.csv,C4lsh3mZ4jU_0-5-rgb_front,Hi!,Lamp.,1,10,16,16,0.0,0.0,0.0,0.0
DfnHNkTE7mE_0-5-rgb_front_W16_S16.csv,DfnHNkTE7mE_0-5-rgb_front,I got my first job back in 1984 on a TV series called Miami Vice.,"Swallow i am sorry to bother you. would you excuse me, please? is that enough for you? water freezes at 32 degrees. should you drink so much beer when playing poker? ferrous metal the princess and the frog i have a sore throat.",1,10,16,16,0.0,6.9,6.9,0.0
C0fPZgeY2rg_0-5-rgb_front_W16_S16.csv,C0fPZgeY2rg_0-5-rgb_front,How does a snake grow?,Live how?.,1,10,16,16,0.0,28.57,28.57,22.03
4XlVMRXLydg_0-5-rgb_front_W16_S16.csv,4XlVMRXLydg_0-5-rgb_front,We're going to do gathering chi from heaven and earth.,Lost would you like a glass of wine? i want to tell you something about my family. what time does the bus arrive? asexual what can i get for you?.,1,10,16,16,0.0,4.88,4.88,2.66
